review_id,author,story,acting,visuals,sounds,values,overall
rw10397088,imdbfan-2369533358,-2.0,-2.0,-2.0,1.0,,-1
rw10404181,imdbfan-8753017675,-2.0,-2.0,-1.0,-2.0,,-2
rw10395984,TheMovieWatchingPsycho,-2.0,-2.0,,,,-2
rw10394360,marcotony-17132,-2.0,-2.0,,-1.0,,-2
rw10409298,pronyuliia,1.0,2.0,,2.0,,1
rw10395812,imdbfan-1253626810,1.0,1.0,1.0,1.0,,1
rw10417008,imdbfan-5910637353,-2.0,-2.0,,,,-2
rw10394123,andrewproc,-2.0,-2.0,0.0,,,-2
rw10404081,boardy-46184,,-1.0,-2.0,,,-2
rw10398938,Sandra-durand80,-2.0,-1.0,,1.0,,-2
rw10404195,RellikS-,-2.0,,-2.0,,,-2
rw10397246,silkyrxse,-2.0,-1.0,-2.0,-1.0,,-2
rw10396352,holstent-50992,-2.0,-2.0,,,-2.0,-2
rw10439986,imdbfan-66082,-1.0,1.0,,,,-1
rw10391196,cjstriker-86070,1.0,2.0,,2.0,1.0,1
rw10395582,phylliscombs-39674,0.0,1.0,-1.0,1.0,,0
rw10404346,imdbfan-8619715854,-2.0,0.0,-2.0,,,-2
rw10397052,imdbfan-6337231720,-2.0,-2.0,,,-1.0,-2
rw10393733,onedaim,-2.0,,-1.0,,-1.0,-1
rw10440459,tanujs-81375,-2.0,-2.0,-2.0,,,-2
rw10397408,imdbfan-4476020781,-2.0,,,,,-2
rw10395696,patsawhill,1.0,2.0,-1.0,1.0,,1
rw10397440,lukesilver,-2.0,-2.0,,-2.0,,-2
rw10394763,manoske,-1.0,1.0,-1.0,0.0,,-1
rw10404334,emmanperry,-2.0,-2.0,-2.0,,,-2
rw10401228,nataliemironyuk,-1.0,-2.0,-1.0,,,-1
rw10394519,sk-41206,-2.0,-2.0,-2.0,,,-2
rw10394432,jareddiddoit,-2.0,-2.0,-2.0,-2.0,,-2
rw10395564,imdbfan-4136172787,-2.0,-2.0,,,-2.0,-2
rw10394039,abishekjain-60630,-2.0,,-2.0,,,-2
rw10416825,IbrahimRM7,-2.0,-2.0,-2.0,,,-2
rw10416984,Sosojana,-2.0,-2.0,-2.0,,,-2
rw10404277,imdbfan-5774725059,-2.0,-2.0,-2.0,,,-2
rw10398709,imdbfan-4002580285,-2.0,,,-2.0,,-2
rw10405428,imdbfan-6440835452,-2.0,-2.0,-2.0,-2.0,,-2
rw10406627,imdbfan-3564128566,-2.0,-2.0,-2.0,-2.0,,-2
rw10426132,imdbfan-7310433493,-2.0,-2.0,,-2.0,,-2
rw10397836,imdbfan-0712291938,1.0,,1.0,,,1
rw10417098,imdbfan-9002889946,-2.0,,,,,-2
rw10396420,ftbnwg,-2.0,-2.0,-1.0,,,-2
rw10396099,wderitz,-2.0,-1.0,-1.0,,,-2
rw10397869,imdbfan-1820664430,-2.0,-1.0,,-2.0,,-2
rw10403435,danrrv,-2.0,1.0,-2.0,,,-2
rw10396020,gregoryondey,-2.0,-1.0,-2.0,,,-2
rw10409886,imdbfan-1128034271,0.0,1.0,2.0,1.0,,1
rw10420504,Avickbrah,1.0,1.0,1.0,,,1
rw10404728,imdbfan-5544249411,,,,1.0,,-2
rw10396187,MovieCritic86,-2.0,-2.0,,,,-2
rw10417307,imdbfan-1158005344,-1.0,-1.0,,,,-1
rw10394754,ckhyzar,-2.0,-2.0,-2.0,,-2.0,-2
rw10402448,sanjitmajumdar,-2.0,-2.0,,,,-2
rw10402420,imdbfan-8772517372,-2.0,-2.0,-2.0,,-1.0,-2
rw10400886,khoostveen,-2.0,,-2.0,,,-2
rw10400921,cbq-37459,-1.0,-1.0,-1.0,,,-1
rw10420185,imdbfan-7435659243,1.0,2.0,1.0,2.0,,1
rw10395082,toxicmilkshake17,-1.0,1.0,,1.0,,1
rw10400834,maftosmes,-2.0,-2.0,,,,-2
rw10402718,dantharpe,-2.0,-2.0,-2.0,,,-2
rw10403323,imdbfan-0817149570,-1.0,,0.0,,,-1
rw10400663,skjsti,-1.0,-2.0,-2.0,,,-2
rw10402530,Unequivocalness,-2.0,-1.0,-2.0,-2.0,,-2
rw10418854,alansano,-2.0,-1.0,-2.0,,,-2
rw10432298,kfnycds,1.0,,1.0,0.0,,1
rw10395299,sallyataylor,0.0,1.0,,1.0,,1
rw10416100,imdbfan-6477259011,-2.0,-2.0,-1.0,-2.0,,-2
rw10416085,imdbfan-7365666712,-1.0,-1.0,-1.0,,,-2
rw10414236,imdbfan-9018527666,-2.0,-2.0,,,,-2
rw10414252,imdbfan-8106291639,-1.0,,,,,-2
rw10439252,bigdaddy_red,-2.0,-2.0,-2.0,,-2.0,-2
rw10403118,imdbfan-2580524650,-2.0,-2.0,-2.0,,,-2
rw10402643,imdbfan-0074882462,-2.0,,,,,-2
rw10402134,imdbfan-4093463673,-2.0,-2.0,-2.0,,,-2
rw10395468,imdbfan-3101671885,1.0,2.0,0.0,1.0,,1
rw10418410,aliciasteagall,1.0,,,1.0,1.0,1
rw10402135,bloodpickle,-2.0,-2.0,-2.0,,,-2
rw10403189,imdbfan-7819901313,-2.0,-2.0,,,,-2
rw10395585,saenzcat,1.0,1.0,,,,1
rw10402597,eshahfaisal,-2.0,,-1.0,-1.0,-2.0,-2
rw10403167,wizardniu,-1.0,-1.0,,,,-1
rw10400788,imdbfan-2778354667,-2.0,-2.0,-2.0,,,-2
rw10402491,pauldavid-65023,-2.0,-1.0,-2.0,,,-2
rw10403841,justynshere,-2.0,,,,-1.0,-1
rw10414179,imdbfan-3146633010,-2.0,,-2.0,,,-2
rw10392500,imdbfan-7081208564,1.0,,1.0,,1.0,1
rw10411764,imdbfan-5818591047,-2.0,,-1.0,-1.0,-1.0,-1
rw10391472,ludaaa-96957,-2.0,-1.0,,,,-1
rw10426154,imdbfan-0370511296,-1.0,1.0,-2.0,-2.0,,-1
rw10395540,imdbfan-7160182121,-2.0,,,,,-2
rw10404639,imdbfan-8245617315,-2.0,-2.0,-1.0,-2.0,,-2
rw10395900,scrooster,-2.0,,,,,-2
rw10394255,ekennedy-78430,-2.0,-1.0,,,,-2
rw10402500,jaredlmaybury,,,,,,-2
rw10390059,plazadegaby,1.0,2.0,,1.0,,1
rw10394247,shay-67903,-1.0,-1.0,,,1.0,0
rw10394555,wjkennedy-49438,-2.0,-2.0,-2.0,-2.0,,-2
rw10396512,jacky-235-228405,-2.0,-1.0,-1.0,-2.0,,-2
rw10394222,lbfr-11978,-1.0,-2.0,,,,-2
rw10395193,Sulaimani94,-2.0,-2.0,-2.0,,-1.0,-2
rw10395069,ytvywfk,-2.0,-2.0,,,,-2
rw10394418,godzilabob,,,,,-1.0,-2
rw10395292,Pouia,-2.0,-2.0,,,,-2
rw10398886,robh951,-2.0,1.0,-2.0,,-1.0,-2
rw10404134,NonBiasedReview,-1.0,,-1.0,,-1.0,-1
rw10391629,vernamorse,0.0,1.0,0.0,1.0,,1
rw10414756,rstanton-64075,0.0,,1.0,-1.0,1.0,1
rw10404757,imdbfan-8466342179,-1.0,-1.0,-1.0,-1.0,,-1
rw10395908,drwebinstein,-2.0,-2.0,,,,-2
rw10404702,hussaincheema,-1.0,-1.0,,,,-1
rw10404116,imdbfan-0081500083,-2.0,,-2.0,,,-2
rw10406272,mattaustin-63158,-2.0,-2.0,-2.0,,,-2
rw10411901,imdbfan-9757284469,-2.0,-2.0,-2.0,-1.0,,-2
rw10400507,imdbfan-2643944323,1.0,,,1.0,,1
rw10398644,LondonMovieMad,,,,1.0,1.0,1
rw10395053,imdbfan-0418137898,-1.0,0.0,,,,-1
rw10394122,imdbfan-6921783143,-2.0,,-2.0,0.0,,-1
rw10393802,jamesroberthamilton-27861,-2.0,-2.0,-2.0,-2.0,,-2
rw10393599,imdbfan-0771348156,-1.0,-1.0,-2.0,,,-2
rw10404090,ariellaaranel,-2.0,-2.0,-2.0,,,-2
rw10405241,imdbfan-5715995827,-1.0,-1.0,0.0,-1.0,,-1
rw10397198,imdbfan-3693593997,-2.0,-2.0,-2.0,,,-2
rw10394986,fuel-92797,-2.0,-2.0,-2.0,,,-2
rw10401007,stwill24,1.0,1.0,,2.0,,1
rw10404516,adamapollo-55597,0.0,1.0,1.0,,1.0,1
rw10401285,psmartsupply,-2.0,-2.0,-2.0,,,-2
rw10434596,AbigailG-7,-2.0,1.0,-2.0,0.0,,-2
rw10393821,lordkgd,-2.0,-2.0,,,,-2
rw10416912,willjmcintosh,-2.0,-2.0,-2.0,,-1.0,-2
rw10405159,imdbfan-5286909406,-2.0,,-2.0,,,-2
rw10402766,twanster-97655,-2.0,-2.0,-2.0,0.0,,-2
rw10396078,hardspartan,-2.0,,,,,-2
rw10405316,imdbfan-4497753937,-2.0,,,,-2.0,-2
rw10407186,imdbfan-2431694795,1.0,0.0,,1.0,,1
rw10392336,TheOneThatYouWanted,-2.0,-2.0,,-2.0,-2.0,-2
rw10393843,smoothmaniax,-2.0,,,,,-2
rw10404225,abassinkk,,-2.0,,,,-2
rw10426128,grapegirlfine,-1.0,-2.0,-1.0,-1.0,,-1
rw10394548,gagr-02824,-2.0,0.0,,,,-1
rw10396442,asalkhirolomour,-2.0,-2.0,-2.0,,,-2
rw10399219,yannickgaraypineiro,-2.0,-2.0,-2.0,-2.0,,-2
rw10398627,ahmed-yousif20,-2.0,-2.0,-2.0,,,-2
rw10398857,reganafairley,1.0,1.0,1.0,-1.0,,1
rw10404957,stareyes-72,0.0,1.0,-1.0,,,1
rw10396620,hussain_sameena,-2.0,-2.0,-2.0,,,-2
rw10405813,imdbfan-8268473105,-1.0,-2.0,,,,-2
rw10398708,jasonfkeel,-2.0,,-1.0,-2.0,,-2
rw10404685,imdbfan-4829916143,-2.0,,-1.0,,,-2
rw10404935,MrCineMan2,-2.0,-2.0,-2.0,-2.0,,-2
rw10394702,hheckernasda,-2.0,-2.0,-2.0,,,-2
rw10403716,justinhaves,-1.0,-1.0,-1.0,,,-2
rw10395510,imdbfan-8319766530,-2.0,-2.0,-2.0,,,-2
rw10395545,steve-42680,1.0,2.0,-1.0,2.0,,1
rw10406113,imdbfan-6897979911,0.0,-1.0,,1.0,,0
rw10396916,kkb-00266,-2.0,-2.0,,-1.0,,-2
rw10395773,mike-hicks-36579,-2.0,-2.0,-1.0,1.0,,-2
rw10417091,imdbfan-7037880145,-1.0,-1.0,,0.0,-1.0,-2
rw10404117,imdbfan-7791877463,-2.0,-2.0,-2.0,-2.0,,-2
rw10427977,aheed-12393,,-2.0,-1.0,1.0,,-2
rw10399243,BozNucci,,-2.0,,,,-2
rw10425886,cwandrag,-1.0,-1.0,-2.0,,-1.0,-2
rw10393206,imdbfan-8155608832,1.0,-1.0,,,,-1
rw10416867,imdbfan-8588253711,-2.0,-2.0,,,-2.0,-2
rw10402798,shahjimmit,-2.0,-2.0,,,,-2
rw10439965,danielhummig,-2.0,,,,,-2
rw10416542,punk1t0,-2.0,-2.0,-2.0,0.0,,-2
rw10414142,ian-40121,-2.0,,-2.0,,,-2
rw10439907,imdbfan-35421,-2.0,-1.0,,,,-2
rw10391841,dalexanderwhitmore,1.0,-2.0,1.0,,,1
rw10430958,splundy61,1.0,,1.0,-1.0,,1
rw10439421,imdbfan-27845,-2.0,-1.0,,,,-2
rw10404808,cjm-10128,-2.0,-2.0,-2.0,,,-2
rw10400786,lejnemt,-2.0,-2.0,-2.0,,-1.0,-2
rw10400745,TriStar423,-2.0,-2.0,-2.0,-2.0,,-2
rw10414119,imdbfan-2429757411,-2.0,-2.0,1.0,,,-2
rw10438486,lakh-46668,-2.0,-2.0,-2.0,,,-2
rw10403122,imdbfan-5720851305,-1.0,-1.0,-1.0,-1.0,,-2
rw10402168,sky-holman,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10398102,pinkicorn,1.0,1.0,1.0,1.0,0.0,1
rw10401593,p-gill1991,1.0,0.0,1.0,-1.0,1.0,1
rw10437442,imdbfan-4022,-2.0,,,-2.0,,-2
rw10399904,mr-carlos-medina,-2.0,,,,,-2
rw10399831,imdbfan-1685371316,-1.0,-1.0,,1.0,,-1
rw10400669,Gerard-ah-imdb25,-2.0,,-1.0,,,-1
rw10414165,imdbfan-8519534491,-2.0,1.0,-2.0,,,-1
rw10438733,RocketE-7,-1.0,-1.0,-2.0,-1.0,,-2
rw10437561,ajberr,-1.0,-1.0,-2.0,,,-2
rw10400496,ameliakabernathy,1.0,1.0,-1.0,1.0,,1
rw10402739,andrei_bart,-1.0,-2.0,-1.0,,,-2
rw10400635,npzsdsc,-2.0,-2.0,-2.0,,,-2
rw10400988,imdbfan-4883298953,-2.0,-2.0,-2.0,,,-2
rw10414109,mmdkfk,-2.0,-1.0,-2.0,,,-2
rw10403692,imdbfan-7701897334,-2.0,,,,,-2
rw10414077,imdbfan-8103596738,-1.0,,,,,-2
rw10400593,syntory,-2.0,,,,,-2
rw10418038,imdbfan-4553088564,-2.0,-2.0,-2.0,,,-2
rw10398783,imdbfan-0224474184,1.0,1.0,1.0,1.0,,1
rw10402682,imdbfan-3611671064,-2.0,-2.0,,,,-2
rw10414058,imdbfan-0210330621,-2.0,-2.0,,,,-2
rw10402684,imdbfan-7494754967,-2.0,-2.0,,,,-2
rw10402586,rockzero86,-2.0,,,,,-2
rw10414141,imdbfan-7647780813,-2.0,,-2.0,-2.0,,-2
rw10399963,avsolody,-1.0,-2.0,-1.0,,,-2
rw10399538,rokvolution,-2.0,-2.0,-2.0,,-2.0,-2
rw10408028,celestestar,1.0,,,,0.0,1
rw10394189,Andre_scoma,1.0,1.0,1.0,,,1
rw10402107,ctilley-17926,-2.0,-2.0,,,,-2
rw10437642,JosieM-6,-2.0,-2.0,,,,-2
rw10401993,imdbfan-9751795791,-2.0,-2.0,-2.0,-2.0,,-2
rw10399934,imdbfan-1896865222,-2.0,,,,-2.0,-2
rw10398342,hbfqnmwj,-2.0,,,,,-2
rw10398490,alexdmuro,-2.0,,-2.0,-2.0,-1.0,-2
rw10404348,imdbfan-6131253137,-2.0,-2.0,1.0,,,-2
rw10405188,jacobsonj-89112,1.0,,,1.0,,1
rw10411486,Jd14z,0.0,1.0,-1.0,1.0,,1
rw10428466,akmotorcycles,-2.0,,,,,-2
rw10397919,jaredbosket-19250,-2.0,,-2.0,,,-2
rw10398668,imdbfan-3743157447,-2.0,-2.0,,,,-2
rw10398631,airmanshea,-2.0,,-1.0,,-2.0,-2
rw10404721,imdbfan-8352554396,-2.0,-2.0,-2.0,,-2.0,-2
rw10392952,rodgersgeoff,-2.0,-1.0,1.0,,-2.0,-1
rw10405076,imdbfan-3705409554,1.0,1.0,-1.0,-1.0,,1
rw10404984,lilycattail-53111,1.0,,,,,1
rw10403145,ahmedhzaheer,-2.0,-2.0,-2.0,,-2.0,-2
rw10402915,sopenco,-1.0,-1.0,,,,-1
rw10416555,DarthCluster,-2.0,,-1.0,-1.0,,-1
rw10416436,imdbfan-5041358910,-2.0,,,,-2.0,-2
rw10402711,r-o-b-i-n-04941,-2.0,,-1.0,,,-2
rw10416546,imdbfan-3749940720,-2.0,,-2.0,-2.0,,-2
rw10405039,doudsabbah,-2.0,,-2.0,,-1.0,-2
rw10402240,amandakelly-44326,-1.0,-1.0,1.0,,,-2
rw10423711,chicoanamaris,1.0,-1.0,,0.0,,1
rw10426588,shishimarie,1.0,2.0,1.0,,,1
rw10403179,bojantaleski-38140,-2.0,-2.0,,,-2.0,-2
rw10403640,hapyfaces,-1.0,-1.0,,,,-1
rw10416424,imdbfan-3110475954,-2.0,-1.0,-2.0,-1.0,,-2
rw10402104,Kris_186,-2.0,-2.0,,,,-2
rw10430477,hasek-01064,-2.0,,-2.0,,,-2
rw10397491,imdbfan-5697636884,-2.0,-2.0,-2.0,,,-2
rw10397921,arashsalary,-2.0,-1.0,-2.0,,,-2
rw10395598,jamesmilaethangrace,,-1.0,1.0,2.0,,1
rw10397251,Tweetienator,-1.0,,,,,-1
rw10391227,OMTR,1.0,2.0,,,1.0,1
rw10393488,supermoviez,0.0,2.0,,,0.0,1
rw10419745,amandaab,1.0,2.0,,1.0,,1
rw10422143,imdbfan-8127387426,-2.0,-2.0,,,,-2
rw10423354,http406-NotAcceptable,-2.0,-1.0,-2.0,,-2.0,-2
rw10409993,imdbfan-4129453812,-2.0,1.0,,,,-1
rw10391474,Elliekorza,-1.0,-1.0,,,,0
rw10414028,yashshah-32-553800,-2.0,-1.0,-1.0,,,-1
rw10400193,zeio-4,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10403101,imdbfan-2585627193,-1.0,-2.0,-2.0,,,-2
rw10395553,aharmas,1.0,1.0,1.0,0.0,,1
rw10393492,ihall-50330,1.0,1.0,,,,1
rw10408326,imdbfan-1140998951,1.0,,,,,0
rw10401735,gnapm,-2.0,-2.0,-2.0,,,-2
rw10403808,agalle-29716,-1.0,,0.0,-1.0,,-1
rw10399625,ctill-90468,-2.0,-1.0,-2.0,,,-2
rw10403703,btowrx,-2.0,,-1.0,,,-2
rw10402252,imdbfan-9597166696,-2.0,-2.0,-2.0,,,-2
rw10400608,jaguayoe,-1.0,,,,-1.0,-1
rw10399968,kamalsalama-94604,-2.0,-2.0,-2.0,,,-2
rw10400993,mikeycx-48545,-2.0,,-2.0,,,-2
rw10391884,imdbfan-1008730131,1.0,1.0,,,,1
rw10393035,AxrnW,-1.0,1.0,-1.0,1.0,0.0,0
rw10402588,imdbfan-0937689305,-2.0,,-2.0,,,-2
rw10403675,imdbfan-9571464375,-2.0,-1.0,,,-1.0,-1
rw10403123,imdbfan-2174016773,-2.0,,-2.0,,,-2
rw10402658,jordanmp-09789,-2.0,-2.0,,,,-2
rw10403110,jlicon-28981,-2.0,-2.0,-2.0,,-1.0,-2
rw10403278,imdbfan-2658232306,-2.0,-1.0,,,,-2
rw10403827,imdbfan-2627514428,-2.0,-2.0,-2.0,1.0,-2.0,-2
rw10401914,pduffy-97451,1.0,,1.0,2.0,1.0,1
rw10405466,gregodemi,0.0,1.0,1.0,1.0,,1
rw10400541,matthewdavis-53239,-2.0,-2.0,,-2.0,,-2
rw10403657,imdbfan-5314896753,-2.0,0.0,-1.0,1.0,,-1
rw10403239,opreaioan-60347,-2.0,,-2.0,,,-2
rw10403746,imdbfan-3858019982,-2.0,-1.0,-2.0,-1.0,,-2
rw10403528,imdbfan-0650654514,-2.0,,-1.0,,-1.0,-1
rw10400516,imdbfan-9381021316,-2.0,-2.0,-2.0,,,-2
rw10403768,tobeorNottoBeAFan,-2.0,-2.0,,,-2.0,-2
rw10400779,imdbfan-3328463346,-1.0,-1.0,,,,-1
rw10425110,rhbalduino-72-507145,2.0,2.0,2.0,,,2
rw10402360,imdbfan-3764188186,-2.0,,,-1.0,,-1
rw10402061,krunalmeher-18094,-2.0,-2.0,,,,-2
rw10400462,o_tillo,-2.0,,,,,-2
rw10395170,frankinaxxx,0.0,1.0,1.0,-1.0,1.0,1
rw10403307,imdbfan-2144788971,-2.0,-2.0,,,-2.0,-2
rw10403783,imdbfan-7999588083,-2.0,,,,-1.0,-1
rw10413825,rkaayaz,-2.0,-2.0,-2.0,-2.0,,-2
rw10403549,TheImage213,-2.0,,,,,-2
rw10400509,mokend,-2.0,,,,,-2
rw10394389,dollover-99125,1.0,2.0,1.0,1.0,,1
rw10402352,blackawhite,-2.0,,-2.0,,,-2
rw10402727,imdbfan-4887073280,-2.0,,,,,-2
rw10402445,imdbfan-2623951384,-2.0,-2.0,-2.0,,,-2
rw10402375,imdbfan-5939526547,-2.0,,-2.0,,,-2
rw10413791,imdbfan-4904123630,-2.0,-2.0,,,,-2
rw10400062,madamecorsaire,-1.0,-2.0,-1.0,,,-1
rw10403168,imdbfan-8945789722,-2.0,-1.0,-1.0,,-2.0,-2
rw10395076,imdbfan-1941333554,0.0,1.0,0.0,1.0,,1
rw10402843,lola2828,-2.0,-1.0,,,-1.0,-2
rw10395251,fordhamfamily-10245,1.0,2.0,0.0,1.0,,1
rw10403569,mikerob-75856,-2.0,-2.0,-2.0,,,-2
rw10402297,imdbfan-2991215960,-2.0,1.0,,,,-1
rw10413788,emanmukhalalaty,-2.0,-1.0,,,,-2
rw10403133,imdbfan-8836606737,-2.0,-2.0,-2.0,,,-2
rw10399491,imdbfan-2460041264,-2.0,-1.0,-1.0,-1.0,,-2
rw10400572,imdbfan-0628872603,-2.0,-2.0,,,,-2
rw10403574,alifsma,-1.0,-1.0,-1.0,,,-2
rw10405279,imdbfan-0524469138,0.0,1.0,1.0,2.0,,1
rw10403258,ftyznqrc,-2.0,-1.0,,,-1.0,-2
rw10438754,SamvelN,-1.0,-1.0,1.0,-1.0,,-1
rw10400009,geoffreyperrochon-92791,-2.0,-2.0,-2.0,-2.0,,-2
rw10403840,imdbfan-6984852299,-2.0,-2.0,-2.0,,,-2
rw10413930,imdbfan-1391620427,-2.0,,-2.0,-2.0,,-2
rw10403644,realtalkruss,-2.0,1.0,,,,-2
rw10403317,rickshtang,-2.0,0.0,1.0,-1.0,,-2
rw10401867,dan-14-87767,-1.0,0.0,-2.0,,-1.0,-1
rw10393568,cvaltierra,1.0,2.0,,1.0,1.0,1
rw10416138,Cerise286,1.0,1.0,1.0,1.0,,1
rw10401477,franhighparadise,-2.0,-2.0,-2.0,,,-2
rw10403121,imdbfan-1062583004,-2.0,,,,-1.0,-2
rw10403609,imdbfan-0707475607,-2.0,,-2.0,,-2.0,-2
rw10428367,imdbfan-6022859547,-2.0,-2.0,-2.0,,,-2
rw10394335,acejones-79614,-2.0,-2.0,,,,-2
rw10441598,tonyquainoojnr,-1.0,-1.0,,,-1.0,-2
rw10408163,nale-francesca,-2.0,-2.0,-2.0,-2.0,,-2
rw10428366,imdbfan-0710222973,-2.0,,,,-1.0,-2
rw10391555,hermannmuller,1.0,2.0,1.0,1.0,,1
rw10412895,eve_dolluk,0.0,,-1.0,1.0,,1
rw10408199,tapatio-ca,-2.0,,-2.0,,,-2
rw10401811,karenjovillalva,-1.0,-1.0,-1.0,,,-1
rw10439696,donny-99624,-2.0,-1.0,,,,-2
rw10404013,imdbfan-1526046228,-2.0,,,,-1.0,-2
rw10394622,poipolegirl,0.0,0.0,1.0,1.0,,1
rw10405292,scsainst,,-2.0,,,,-2
rw10430946,imdbfan-0489750543,1.0,,1.0,1.0,1.0,1
rw10402779,thomasfullerton,-2.0,-2.0,,,,-2
rw10419165,imdbfan-3733440924,-2.0,-2.0,,,,-2
rw10425976,imdbfan-4942326514,-1.0,0.0,1.0,,,0
rw10391498,imdbfan-3158680885,-2.0,-2.0,-2.0,,,-2
rw10397284,guess-shtick,-1.0,-1.0,-1.0,,-1.0,-1
rw10430250,r-lamond,-1.0,-1.0,-1.0,,-1.0,-1
rw10392866,lukasz_a,1.0,,2.0,2.0,,1
rw10426023,imdbfan-3457565019,-2.0,-2.0,-2.0,-2.0,,-2
rw10393046,imdbfan-9705634770,-1.0,,,,,-1
rw10398384,dannyryan-68215,-2.0,-2.0,,,,-2
rw10430531,imdbfan-2230503609,-2.0,-2.0,,,,-2
rw10423748,imdbfan-8073198823,-2.0,-2.0,-2.0,,-1.0,-2
rw10398018,mmarab91,-1.0,-1.0,0.0,,-1.0,-1
rw10411290,spookycyndi-61264,-2.0,-2.0,,-2.0,,-2
rw10398220,imdbfan-3052108853,1.0,-1.0,1.0,-1.0,,1
rw10406251,Lulu10001,-1.0,-1.0,-2.0,1.0,,0
rw10398610,imdbfan-2850210935,-2.0,-2.0,-2.0,,-2.0,-2
rw10397740,savannahosmond,-1.0,1.0,-1.0,,,-1
rw10415138,imdbfan-2251687454,-2.0,-2.0,-2.0,,,-2
rw10398456,imdbfan-6931807997,-2.0,-2.0,-2.0,,,-2
rw10398362,imdbfan-3482982163,-2.0,,-2.0,,,-2
rw10408153,imdbfan-7314710510,-1.0,-1.0,,,,-1
rw10408152,sgibzx,-2.0,-2.0,,,,-2
rw10398005,bkthrowaway,-2.0,-1.0,,-1.0,,-2
rw10407243,cathlyndriscoll,1.0,,1.0,1.0,,1
rw10428460,ben-83778,-2.0,-2.0,-2.0,,-2.0,-2
rw10408844,imdbfan-5816679060,-1.0,,,,0.0,-1
rw10401757,imdbfan-8345592239,-2.0,-1.0,1.0,,,-1
rw10403094,denuf23,-2.0,,-2.0,,-1.0,-2
rw10415828,demonxcros,-1.0,-1.0,-2.0,0.0,,-1
rw10402941,austinmcfann,-2.0,-2.0,-2.0,,-2.0,-2
rw10407942,andrebatucadabsb,0.0,,2.0,1.0,1.0,0
rw10401550,imdbfan-9805591980,-2.0,-2.0,-2.0,-2.0,,-2
rw10415875,sfnmhkkcv,-2.0,,-2.0,,-2.0,-2
rw10399989,jodieumbre,-2.0,-2.0,,-2.0,,-2
rw10415430,imdbfan-6762226769,-2.0,-2.0,-2.0,,,-2
rw10413472,rgsm_1,-2.0,,,,-2.0,-2
rw10401410,novice_watcher,-2.0,0.0,-2.0,,,-2
rw10401471,imdbfan-0261233173,-1.0,,-2.0,,,-2
rw10401808,imdbfan-5985371165,-2.0,,-2.0,,-1.0,-2
rw10398079,dorindastewart,1.0,1.0,,1.0,1.0,1
rw10402905,mhrelja,-2.0,,,,,-2
rw10407140,isaacbrovald,,,,,,-2
rw10399847,imdbfan-0273505290,-1.0,1.0,-1.0,-1.0,,-1
rw10402961,liimatankari,-2.0,-2.0,,,-2.0,-2
rw10401229,imdbfan-4718157226,-2.0,,-2.0,,,-2
rw10401406,imdbfan-2012998550,-2.0,-2.0,-2.0,,,-2
rw10401011,tweeda-91561,-2.0,-2.0,,,,-2
rw10407397,williamwinklerjr-34118,1.0,0.0,-1.0,1.0,,0
rw10400283,imdbfan-8531180297,-2.0,-1.0,-2.0,1.0,,-2
rw10427643,gomezjubilee,1.0,,2.0,,1.0,1
rw10411421,imdbfan-1363577097,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10407218,nitinkumargk,-2.0,-1.0,,,,-2
rw10401770,michelmenesesc,-2.0,-2.0,-2.0,-2.0,,-2
rw10399890,imdbfan-8444716501,-2.0,-2.0,-2.0,1.0,,-2
rw10401009,imdbfan-9774567523,-2.0,-2.0,-2.0,-2.0,,-2
rw10418461,imdbfan-3078072892,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10401322,lasadon,-2.0,-2.0,-2.0,-1.0,,-2
rw10398268,hen-71562,1.0,1.0,,1.0,1.0,1
rw10390730,Alex1488,-1.0,,,,,-1
rw10398951,epalminteri,1.0,-1.0,1.0,1.0,0.0,0
rw10401573,imdbfan-0488091448,-2.0,-1.0,-2.0,1.0,,-2
rw10400420,bhorntvedt,-2.0,,,,-2.0,-2
rw10403072,imdbfan-5908996175,-1.0,0.0,-1.0,,-1.0,-1
rw10401711,johnlim1001,-2.0,-1.0,-2.0,,-1.0,-2
rw10401606,imdbfan-0806192661,-2.0,-2.0,,,,-2
rw10401390,nowomen,-2.0,-2.0,,,,-2
rw10401577,imdbfan-2213691795,-2.0,-2.0,-2.0,-2.0,,-2
rw10417160,imdbfan-7802012563,-2.0,-1.0,-2.0,0.0,,-2
rw10400281,nickr912,-2.0,-2.0,,-2.0,,-2
rw10401257,imdbfan-6190229357,-2.0,-2.0,-2.0,-2.0,,-2
rw10401896,imdbfan-3504485896,-2.0,-2.0,,,,-2
rw10402935,imdbfan-1466248386,-2.0,-2.0,-2.0,,,-2
rw10401404,imdbfan-2581571750,-1.0,-1.0,-2.0,,,-1
rw10402010,imdbfan-5503747086,-1.0,,,,,-1
rw10400191,lucasandrewyoung,-2.0,-2.0,-2.0,-2.0,,-2
rw10413364,imdbfan-2228715432,-2.0,-2.0,-2.0,,,-2
rw10421786,imdbfan-8976479377,1.0,1.0,2.0,0.0,,1
rw10398210,savannah-sb,1.0,,,,,1
rw10401771,imdbfan-5928671874,-1.0,-1.0,-1.0,,,-2
rw10401576,imdbfan-2510623395,-2.0,,,,,-2
